course_id,course_title,university,department,difficulty,rating,num_subscribers,num_reviews,num_lectures,content_duration,is_paid,price,description
1225194,Zoho Books Gestion Financière d'Entreprise pas à pas,UCLA,Business & Finance,All Levels,4.3,229,0,33,2 hours,False,0.0,A comprehensive all levels level course on Zoho Books Gestion Financière d'Entreprise pas à pas. Includes 33 lectures spanning 2 hours of content. Trusted by 229 students worldwide.
734280,Aprende a llevar la contabilidad de forma informatizada,University of Pennsylvania,Business & Finance,Beginner,3.8,6,1,27,4.5 hours,True,25.0,A comprehensive beginner level course on Aprende a llevar la contabilidad de forma informatizada. Includes 27 lectures spanning 4.5 hours of content. Trusted by 6 students worldwide.
1164568,Psicología del trading,Harvard University,Business & Finance,All Levels,5.0,1,1,6,36 mins,True,20.0,A comprehensive all levels level course on Psicología del trading. Includes 6 lectures spanning 36 mins of content. Trusted by 1 students worldwide.
43291,La costruzione del budget di una proposta comunitaria,MIT,Business & Finance,Intermediate,3.7,10,1,5,1 hour,True,50.0,A comprehensive intermediate level course on La costruzione del budget di una proposta comunitaria. Includes 5 lectures spanning 1 hour of content. Trusted by 10 students worldwide.
1034560,"Erfolgreich als Signalgeber/in, per Social- und Copytrading",NYU,Business & Finance,All Levels,5.0,1,1,33,6 hours,True,60.0,"A comprehensive all levels level course on Erfolgreich als Signalgeber/in, per Social- und Copytrading. Includes 33 lectures spanning 6 hours of content. Trusted by 1 students worldwide."
871682,Aprenda  a Investir,Columbia University,Business & Finance,All Levels,3.8,34,4,9,8 hours,True,20.0,A comprehensive all levels level course on Aprenda  a Investir. Includes 9 lectures spanning 8 hours of content. Trusted by 34 students worldwide.
1057040,Teeter-Totter Accounting,Johns Hopkins University,Business & Finance,Beginner,4.2,0,0,12,1 hour,True,90.0,A comprehensive beginner level course on Teeter-Totter Accounting. Includes 12 lectures spanning 1 hour of content.
1032648,beginning accounting,Columbia University,Business & Finance,Intermediate,4.4,0,0,12,38 mins,True,20.0,A comprehensive intermediate level course on beginning accounting. Includes 12 lectures spanning 38 mins of content.
1087466,Stop Creditors from Harassing you and Avoid Bankruptcy,University of Washington,Business & Finance,Beginner,4.6,0,0,7,37 mins,True,20.0,A comprehensive beginner level course on Stop Creditors from Harassing you and Avoid Bankruptcy. Includes 7 lectures spanning 37 mins of content.
1058852,Learn to trade using technical analysis,Harvard University,Business & Finance,Intermediate,4.5,0,0,6,32 mins,True,50.0,A comprehensive intermediate level course on Learn to trade using technical analysis. Includes 6 lectures spanning 32 mins of content.
1083744,How to Invest Using ETFs from Former Wall Street Trader,Cornell University,Business & Finance,All Levels,3.8,0,0,10,2 hours,True,200.0,A comprehensive all levels level course on How to Invest Using ETFs from Former Wall Street Trader. Includes 10 lectures spanning 2 hours of content.
1271430,Workshop on Banking Credit Analysis Process,Carnegie Mellon University,Business & Finance,All Levels,3.5,0,0,7,1.5 hours,True,100.0,A comprehensive all levels level course on Workshop on Banking Credit Analysis Process. Includes 7 lectures spanning 1.5 hours of content.
715476,The Cuckoo Strategy to get European Funding,Georgia Tech,Business & Finance,All Levels,3.9,0,0,6,1 hour,True,160.0,A comprehensive all levels level course on The Cuckoo Strategy to get European Funding. Includes 6 lectures spanning 1 hour of content.
1219820,Accounting - The 6 most important rules you must learn,Carnegie Mellon University,Business & Finance,All Levels,3.8,0,0,9,1 hour,True,20.0,A comprehensive all levels level course on Accounting - The 6 most important rules you must learn. Includes 9 lectures spanning 1 hour of content.
627332,Mutual Funds for Investors in Retirement Accounts,Carnegie Mellon University,Business & Finance,All Levels,3.8,0,0,0,0,True,20.0,A comprehensive all levels level course on Mutual Funds for Investors in Retirement Accounts. spanning 0 of content.
1136038,Free Ways to Create Passive Income Online,NYU,Business & Finance,Beginner,4.7,0,0,27,1 hour,True,25.0,A comprehensive beginner level course on Free Ways to Create Passive Income Online. Includes 27 lectures spanning 1 hour of content.
1035638,Understanding Financial Statements,Columbia University,Business & Finance,All Levels,4.6,0,0,10,1 hour,True,25.0,A comprehensive all levels level course on Understanding Financial Statements. Includes 10 lectures spanning 1 hour of content.
1232282,The Cash Flow Statement - An Introduction,Cornell University,Business & Finance,Beginner,3.9,0,0,10,1.5 hours,True,50.0,A comprehensive beginner level course on The Cash Flow Statement - An Introduction. Includes 10 lectures spanning 1.5 hours of content.
41961,"Options Foundation - Time Decay, Implied Volatility, Greeks",University of Toronto,Business & Finance,Beginner,3.6,459,25,14,3 hours,True,60.0,"A comprehensive beginner level course on Options Foundation - Time Decay, Implied Volatility, Greeks. Includes 14 lectures spanning 3 hours of content. Trusted by 459 students worldwide."
42040,Buying Call and Put Options - Options beginner strategies,University of Oxford,Business & Finance,Intermediate,3.6,266,20,14,3 hours,True,60.0,A comprehensive intermediate level course on Buying Call and Put Options - Options beginner strategies. Includes 14 lectures spanning 3 hours of content. Trusted by 266 students worldwide.
1039442,How To Trade RSI Pullback Strategy: Entry To Exit (Forex),University of Pennsylvania,Business & Finance,All Levels,3.7,104,10,21,2 hours,True,150.0,A comprehensive all levels level course on How To Trade RSI Pullback Strategy: Entry To Exit (Forex). Includes 21 lectures spanning 2 hours of content. Trusted by 104 students worldwide.
615602,Valuation of Goodwill for CA / CFA / CMA Exams,Stanford University,Business & Finance,All Levels,4.4,1509,0,9,43 mins,True,20.0,"A comprehensive all levels level course on Valuation of Goodwill for CA / CFA / CMA Exams. Includes 9 lectures spanning 43 mins of content. Trusted by 1,509 students worldwide."
235112,Forex - Catch the Big Market Moves in Forex,NYU,Business & Finance,Intermediate,3.8,212,25,14,1.5 hours,True,20.0,A comprehensive intermediate level course on Forex - Catch the Big Market Moves in Forex. Includes 14 lectures spanning 1.5 hours of content. Trusted by 212 students worldwide.
551910,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,Georgia Tech,Business & Finance,All Levels,3.6,462,18,34,1 hour,True,25.0,A comprehensive all levels level course on SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots. Includes 34 lectures spanning 1 hour of content. Trusted by 462 students worldwide.
1051430,Intermediate Accounting 1: Easy. Fast. Simple!,University of Washington,Business & Finance,Intermediate,3.7,90,12,35,2.5 hours,True,200.0,A comprehensive intermediate level course on Intermediate Accounting 1: Easy. Fast. Simple!. Includes 35 lectures spanning 2.5 hours of content. Trusted by 90 students worldwide.
828596,Global Macro Investing - Take Control Of The World's Markets,Harvard University,Business & Finance,Intermediate,4.2,153,41,27,2 hours,True,30.0,A comprehensive intermediate level course on Global Macro Investing - Take Control Of The World's Markets. Includes 27 lectures spanning 2 hours of content. Trusted by 153 students worldwide.
258894,How to Read a Balance Sheet,Cornell University,Business & Finance,Beginner,3.7,1055,21,64,3.5 hours,True,50.0,"A comprehensive beginner level course on How to Read a Balance Sheet. Includes 64 lectures spanning 3.5 hours of content. Trusted by 1,055 students worldwide."
138560,Credit Repair from a Financial Institution,Columbia University,Business & Finance,All Levels,3.6,157,13,9,2.5 hours,True,20.0,A comprehensive all levels level course on Credit Repair from a Financial Institution. Includes 9 lectures spanning 2.5 hours of content. Trusted by 157 students worldwide.
689868,The Binary Institute -  Binary Options Trading Course,Johns Hopkins University,Business & Finance,All Levels,4.3,103,25,12,2.5 hours,True,200.0,A comprehensive all levels level course on The Binary Institute -  Binary Options Trading Course. Includes 12 lectures spanning 2.5 hours of content. Trusted by 103 students worldwide.
1020244,Mental Models For Wall Street - Become A Better Trader,Carnegie Mellon University,Business & Finance,All Levels,3.8,1067,50,35,2 hours,False,0.0,"A comprehensive all levels level course on Mental Models For Wall Street - Become A Better Trader. Includes 35 lectures spanning 2 hours of content. Trusted by 1,067 students worldwide."
858764,株式投資に向く性格に変えるための心理学を学ぶ,Johns Hopkins University,Business & Finance,All Levels,4.0,58,11,28,1.5 hours,True,20.0,A comprehensive all levels level course on 株式投資に向く性格に変えるための心理学を学ぶ. Includes 28 lectures spanning 1.5 hours of content. Trusted by 58 students worldwide.
941310,Matemática Financeira com HP12C e MS Excel,Columbia University,Business & Finance,Beginner,3.8,74,17,30,4.5 hours,True,20.0,A comprehensive beginner level course on Matemática Financeira com HP12C e MS Excel. Includes 30 lectures spanning 4.5 hours of content. Trusted by 74 students worldwide.
1214144,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,UCLA,Business & Finance,Beginner,3.7,338,7,6,1 hour,False,0.0,A comprehensive beginner level course on ¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!. Includes 6 lectures spanning 1 hour of content. Trusted by 338 students worldwide.
492344,Cómo Crear Políticas Contables bajo NIIF para PYMES,Georgia Tech,Business & Finance,All Levels,4.0,27,5,6,1 hour,True,20.0,A comprehensive all levels level course on Cómo Crear Políticas Contables bajo NIIF para PYMES. Includes 6 lectures spanning 1 hour of content. Trusted by 27 students worldwide.
815672,Finanzas Personales para Vivir Libre de Deudas,Stanford University,Business & Finance,Beginner,3.9,76,13,77,6 hours,True,75.0,A comprehensive beginner level course on Finanzas Personales para Vivir Libre de Deudas. Includes 77 lectures spanning 6 hours of content. Trusted by 76 students worldwide.
376712,Finanzas personales: Logrando la Libertad Financiera,University of Oxford,Business & Finance,Beginner,3.9,27,5,12,2 hours,True,30.0,A comprehensive beginner level course on Finanzas personales: Logrando la Libertad Financiera. Includes 12 lectures spanning 2 hours of content. Trusted by 27 students worldwide.
869716,株式投資で本当のテクニカル分析ができるようになる,University of Washington,Business & Finance,Intermediate,4.0,68,10,45,2.5 hours,True,20.0,A comprehensive intermediate level course on 株式投資で本当のテクニカル分析ができるようになる. Includes 45 lectures spanning 2.5 hours of content. Trusted by 68 students worldwide.
754156,Aktiver Vermögensaufbau mit ETF,Stanford University,Business & Finance,Beginner,4.0,112,18,33,2 hours,True,20.0,A comprehensive beginner level course on Aktiver Vermögensaufbau mit ETF. Includes 33 lectures spanning 2 hours of content. Trusted by 112 students worldwide.
709816,Socorro! Preciso Organizar as Minhas Finanças!,University of Washington,Business & Finance,All Levels,4.2,72,17,37,1.5 hours,True,20.0,A comprehensive all levels level course on Socorro! Preciso Organizar as Minhas Finanças!. Includes 37 lectures spanning 1.5 hours of content. Trusted by 72 students worldwide.
680046,Curso Completo de Opciones Binarias: Estrategias 90% Acierto,University of Washington,Business & Finance,All Levels,3.9,335,16,26,1.5 hours,True,145.0,A comprehensive all levels level course on Curso Completo de Opciones Binarias: Estrategias 90% Acierto. Includes 26 lectures spanning 1.5 hours of content. Trusted by 335 students worldwide.
1138162,Le basi del Trading,Cornell University,Business & Finance,All Levels,3.9,22,5,18,3.5 hours,True,200.0,A comprehensive all levels level course on Le basi del Trading. Includes 18 lectures spanning 3.5 hours of content. Trusted by 22 students worldwide.
829182,【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,University of Washington,Business & Finance,Beginner,3.7,41,3,37,3 hours,True,30.0,A comprehensive beginner level course on 【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本. Includes 37 lectures spanning 3 hours of content. Trusted by 41 students worldwide.
1163242,Profit and Loss Account for bankers and credit analysts,Harvard University,Business & Finance,Beginner,4.0,1,0,31,7.5 hours,True,20.0,A comprehensive beginner level course on Profit and Loss Account for bankers and credit analysts. Includes 31 lectures spanning 7.5 hours of content. Trusted by 1 students worldwide.
46933,Business Accounts For Managers,UC Berkeley,Business & Finance,Beginner,4.7,16,0,23,3 hours,True,30.0,A comprehensive beginner level course on Business Accounts For Managers. Includes 23 lectures spanning 3 hours of content. Trusted by 16 students worldwide.
954842,Black Scholes Option Pricing Model,Duke University,Business & Finance,Beginner,4.1,3,0,10,1 hour,True,25.0,A comprehensive beginner level course on Black Scholes Option Pricing Model. Includes 10 lectures spanning 1 hour of content. Trusted by 3 students worldwide.
868112,Chief Wealth Officer,University of Oxford,Business & Finance,Beginner,3.8,4,0,7,1 hour,True,45.0,A comprehensive beginner level course on Chief Wealth Officer. Includes 7 lectures spanning 1 hour of content. Trusted by 4 students worldwide.
1056242,Practical Accounts Training A,Duke University,Business & Finance,Intermediate,3.8,2,0,127,31.5 hours,True,35.0,A comprehensive intermediate level course on Practical Accounts Training A. Includes 127 lectures spanning 31.5 hours of content. Trusted by 2 students worldwide.
113712,International Trade and New Geographic Economy,University of Pennsylvania,Business & Finance,All Levels,3.7,12,1,6,32 mins,True,20.0,A comprehensive all levels level course on International Trade and New Geographic Economy. Includes 6 lectures spanning 32 mins of content. Trusted by 12 students worldwide.
146454,2. Principles of Simple Interest - advanced problems,UCLA,Business & Finance,Intermediate,3.9,10,1,12,1.5 hours,True,20.0,A comprehensive intermediate level course on 2. Principles of Simple Interest - advanced problems. Includes 12 lectures spanning 1.5 hours of content. Trusted by 10 students worldwide.
56926,School of Raising Capital: Agile Financial Modeling,Cornell University,Business & Finance,All Levels,3.9,12,1,11,1.5 hours,True,20.0,A comprehensive all levels level course on School of Raising Capital: Agile Financial Modeling. Includes 11 lectures spanning 1.5 hours of content. Trusted by 12 students worldwide.
589778,How to Read Financial Statements,NYU,Business & Finance,Beginner,4.5,5,2,59,2 hours,True,20.0,A comprehensive beginner level course on How to Read Financial Statements. Includes 59 lectures spanning 2 hours of content. Trusted by 5 students worldwide.
1113702,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",Duke University,Business & Finance,All Levels,4.2,1,0,13,3 hours,True,20.0,"A comprehensive all levels level course on Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep. Includes 13 lectures spanning 3 hours of content. Trusted by 1 students worldwide."
1072220,Reach Your Personal Financial Goals the Easy Way (2017 UK),Columbia University,Business & Finance,All Levels,3.8,2,0,59,4.5 hours,True,95.0,A comprehensive all levels level course on Reach Your Personal Financial Goals the Easy Way (2017 UK). Includes 59 lectures spanning 4.5 hours of content. Trusted by 2 students worldwide.
101038,Bitesize Bookkeeping for busy people,Harvard University,Business & Finance,Beginner,4.3,9,0,13,1.5 hours,True,20.0,A comprehensive beginner level course on Bitesize Bookkeeping for busy people. Includes 13 lectures spanning 1.5 hours of content. Trusted by 9 students worldwide.
417088,Do Your Own Accounts,UCLA,Business & Finance,All Levels,4.0,42,2,13,1.5 hours,True,35.0,A comprehensive all levels level course on Do Your Own Accounts. Includes 13 lectures spanning 1.5 hours of content. Trusted by 42 students worldwide.
258954,CFA Level 1 - Derivatives,NYU,Business & Finance,All Levels,3.8,110,6,25,4 hours,True,30.0,A comprehensive all levels level course on CFA Level 1 - Derivatives. Includes 25 lectures spanning 4 hours of content. Trusted by 110 students worldwide.
298044,Accounting for everyone!,Columbia University,Business & Finance,Beginner,3.7,420,2,14,1 hour,True,35.0,A comprehensive beginner level course on Accounting for everyone!. Includes 14 lectures spanning 1 hour of content. Trusted by 420 students worldwide.
593962,Stock Fundamental Analysis with Excel,Duke University,Business & Finance,All Levels,3.7,206,13,50,10 hours,True,50.0,A comprehensive all levels level course on Stock Fundamental Analysis with Excel. Includes 50 lectures spanning 10 hours of content. Trusted by 206 students worldwide.
941520,Financial Accounting For Beginners,Georgia Tech,Business & Finance,All Levels,3.5,164,3,22,1.5 hours,True,60.0,A comprehensive all levels level course on Financial Accounting For Beginners. Includes 22 lectures spanning 1.5 hours of content. Trusted by 164 students worldwide.
64173,Trading: How Transformative Learning Drives Expertise,Princeton University,Business & Finance,All Levels,3.7,69,2,16,1 hour,True,30.0,A comprehensive all levels level course on Trading: How Transformative Learning Drives Expertise. Includes 16 lectures spanning 1 hour of content. Trusted by 69 students worldwide.
371828,Manual Bookkeeping,Harvard University,Business & Finance,Intermediate,4.0,28,2,26,2.5 hours,True,20.0,A comprehensive intermediate level course on Manual Bookkeeping. Includes 26 lectures spanning 2.5 hours of content. Trusted by 28 students worldwide.
974954,Numeracy skills in business and everyday life:Think and Deal,Columbia University,Business & Finance,Beginner,3.8,90,4,15,38 mins,True,20.0,A comprehensive beginner level course on Numeracy skills in business and everyday life:Think and Deal. Includes 15 lectures spanning 38 mins of content. Trusted by 90 students worldwide.
818572,Financial Modelling in Excel Step by Step,University of Pennsylvania,Business & Finance,Intermediate,3.8,13,2,17,1.5 hours,True,20.0,A comprehensive intermediate level course on Financial Modelling in Excel Step by Step. Includes 17 lectures spanning 1.5 hours of content. Trusted by 13 students worldwide.
115752,Straight From Business School: Create Financial Statements,Stanford University,Business & Finance,Beginner,3.7,31,2,5,1 hour,True,20.0,A comprehensive beginner level course on Straight From Business School: Create Financial Statements. Includes 5 lectures spanning 1 hour of content. Trusted by 31 students worldwide.
731150,How To Pay Less Tax (UK version),Carnegie Mellon University,Business & Finance,All Levels,3.7,13,2,98,31 mins,True,50.0,A comprehensive all levels level course on How To Pay Less Tax (UK version). Includes 98 lectures spanning 31 mins of content. Trusted by 13 students worldwide.
627772,Interpreting financial statements,Harvard University,Business & Finance,All Levels,3.7,2119,111,54,2 hours,False,0.0,"A comprehensive all levels level course on Interpreting financial statements. Includes 54 lectures spanning 2 hours of content. Trusted by 2,119 students worldwide."
850726,Forex trading with binary options,Columbia University,Business & Finance,All Levels,4.1,136,28,21,3 hours,True,25.0,A comprehensive all levels level course on Forex trading with binary options. Includes 21 lectures spanning 3 hours of content. Trusted by 136 students worldwide.
136244,Triple P Trading Course,Carnegie Mellon University,Business & Finance,All Levels,3.7,797,15,16,3 hours,True,20.0,A comprehensive all levels level course on Triple P Trading Course. Includes 16 lectures spanning 3 hours of content. Trusted by 797 students worldwide.
485889,Cost Accounting - A Comprehensive Study,MIT,Business & Finance,All Levels,4.1,503,43,286,29.5 hours,True,180.0,A comprehensive all levels level course on Cost Accounting - A Comprehensive Study. Includes 286 lectures spanning 29.5 hours of content. Trusted by 503 students worldwide.
507778,How to become a successful day trader,University of Oxford,Business & Finance,All Levels,3.9,1150,6,27,2.5 hours,True,95.0,"A comprehensive all levels level course on How to become a successful day trader. Includes 27 lectures spanning 2.5 hours of content. Trusted by 1,150 students worldwide."
422918,Essentials of Finance and Investment in 2 hours,Harvard University,Business & Finance,Beginner,3.9,1403,6,14,2 hours,True,20.0,"A comprehensive beginner level course on Essentials of Finance and Investment in 2 hours. Includes 14 lectures spanning 2 hours of content. Trusted by 1,403 students worldwide."
362530,Public Speaking: You Can Give Great Financial Presentations,Cornell University,Business & Finance,All Levels,3.5,916,6,23,6.5 hours,True,20.0,A comprehensive all levels level course on Public Speaking: You Can Give Great Financial Presentations. Includes 23 lectures spanning 6.5 hours of content. Trusted by 916 students worldwide.
579642,Professional Trading - Consistent Profits with Low Risk!,University of Oxford,Business & Finance,All Levels,3.6,627,5,27,1 hour,True,20.0,A comprehensive all levels level course on Professional Trading - Consistent Profits with Low Risk!. Includes 27 lectures spanning 1 hour of content. Trusted by 627 students worldwide.
1022796,Trading for winning,Georgia Tech,Business & Finance,All Levels,3.9,168,7,27,2 hours,True,200.0,A comprehensive all levels level course on Trading for winning. Includes 27 lectures spanning 2 hours of content. Trusted by 168 students worldwide.
793084,Succeed in Stocks Even if you Don't Know Where to Start,Columbia University,Business & Finance,Beginner,3.7,2554,20,10,1 hour,False,0.0,"A comprehensive beginner level course on Succeed in Stocks Even if you Don't Know Where to Start. Includes 10 lectures spanning 1 hour of content. Trusted by 2,554 students worldwide."
881062,Options Basics & Trading With Small Capital! - Level 1,Stanford University,Business & Finance,Beginner,3.8,120,17,19,2 hours,True,30.0,A comprehensive beginner level course on Options Basics & Trading With Small Capital! - Level 1. Includes 19 lectures spanning 2 hours of content. Trusted by 120 students worldwide.
838260,Forex trading Basic to advance Professional Level course,NYU,Business & Finance,All Levels,3.5,750,13,28,2.5 hours,True,20.0,A comprehensive all levels level course on Forex trading Basic to advance Professional Level course. Includes 28 lectures spanning 2.5 hours of content. Trusted by 750 students worldwide.
380542,Day Trading in Stocks: Strategies for Beginner Investors,Columbia University,Business & Finance,All Levels,3.7,217,19,9,2 hours,True,50.0,A comprehensive all levels level course on Day Trading in Stocks: Strategies for Beginner Investors. Includes 9 lectures spanning 2 hours of content. Trusted by 217 students worldwide.
772480,Learn to Trade Forex Big U-Turn Trade,NYU,Business & Finance,Beginner,3.7,106,13,12,1 hour,True,50.0,A comprehensive beginner level course on Learn to Trade Forex Big U-Turn Trade. Includes 12 lectures spanning 1 hour of content. Trusted by 106 students worldwide.
576906,"Technical Analysis Primer for trading Stocks, Bonds & Forex",Duke University,Business & Finance,Beginner,3.8,397,4,36,3 hours,True,50.0,"A comprehensive beginner level course on Technical Analysis Primer for trading Stocks, Bonds & Forex. Includes 36 lectures spanning 3 hours of content. Trusted by 397 students worldwide."
410196,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,NYU,Business & Finance,All Levels,3.9,44,3,8,1 hour,True,20.0,A comprehensive all levels level course on DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise. Includes 8 lectures spanning 1 hour of content. Trusted by 44 students worldwide.
581662,Stock Trading with this Strategy,University of Washington,Business & Finance,All Levels,3.8,30,3,6,1 hour,True,50.0,A comprehensive all levels level course on Stock Trading with this Strategy. Includes 6 lectures spanning 1 hour of content. Trusted by 30 students worldwide.
1088102,The Psychology of Trading,Harvard University,Business & Finance,All Levels,3.6,95,3,20,1 hour,True,20.0,A comprehensive all levels level course on The Psychology of Trading. Includes 20 lectures spanning 1 hour of content. Trusted by 95 students worldwide.
788756,Professional Forex Strategy+2 weeks for FREE trading alerts,NYU,Business & Finance,All Levels,4.0,55,9,15,1 hour,True,95.0,A comprehensive all levels level course on Professional Forex Strategy+2 weeks for FREE trading alerts. Includes 15 lectures spanning 1 hour of content. Trusted by 55 students worldwide.
380206,Stock Trading Essentials for Day Traders,Georgia Tech,Business & Finance,All Levels,4.0,94,15,9,1 hour,True,100.0,A comprehensive all levels level course on Stock Trading Essentials for Day Traders. Includes 9 lectures spanning 1 hour of content. Trusted by 94 students worldwide.
160322,Basics of Finance and Budgeting,Columbia University,Business & Finance,Beginner,3.6,578,7,34,6 hours,True,20.0,A comprehensive beginner level course on Basics of Finance and Budgeting. Includes 34 lectures spanning 6 hours of content. Trusted by 578 students worldwide.
610812,Portfolio Management CFA L1 2016,NYU,Business & Finance,All Levels,3.6,393,5,34,5 hours,True,20.0,A comprehensive all levels level course on Portfolio Management CFA L1 2016. Includes 34 lectures spanning 5 hours of content. Trusted by 393 students worldwide.
288256,"Trade Stocks, Forex & Financial Markets like a Professional",NYU,Business & Finance,All Levels,3.9,116,6,12,3 hours,True,20.0,"A comprehensive all levels level course on Trade Stocks, Forex & Financial Markets like a Professional. Includes 12 lectures spanning 3 hours of content. Trusted by 116 students worldwide."
662996,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,UCLA,Business & Finance,All Levels,3.8,1888,42,25,2 hours,False,0.0,"A comprehensive all levels level course on The Tax Advantaged Investor: A Guide to Legal Tax Reduction!. Includes 25 lectures spanning 2 hours of content. Trusted by 1,888 students worldwide."
1259396,Test your knowledge in Financial Management,Georgia Tech,Business & Finance,All Levels,4.7,20,0,0,82 questions,True,30.0,A comprehensive all levels level course on Test your knowledge in Financial Management. spanning 82 questions of content. Trusted by 20 students worldwide.
101234,The Smart Option Trader,University of Washington,Business & Finance,All Levels,3.8,412,19,74,13 hours,True,45.0,A comprehensive all levels level course on The Smart Option Trader. Includes 74 lectures spanning 13 hours of content. Trusted by 412 students worldwide.
1113442,Beginners Chart Patterns Trading for Penny Stocks,Duke University,Business & Finance,Beginner,3.9,40,7,26,1.5 hours,True,200.0,A comprehensive beginner level course on Beginners Chart Patterns Trading for Penny Stocks. Includes 26 lectures spanning 1.5 hours of content. Trusted by 40 students worldwide.
746366,Financial Statements: Learn Accounting. Unlock the Numbers.,Johns Hopkins University,Business & Finance,Beginner,3.9,222,12,35,3 hours,True,40.0,A comprehensive beginner level course on Financial Statements: Learn Accounting. Unlock the Numbers.. Includes 35 lectures spanning 3 hours of content. Trusted by 222 students worldwide.
186556,CFA® Level 1 2014 – Alternative Investments,Columbia University,Business & Finance,All Levels,3.8,831,1,13,2 hours,True,30.0,A comprehensive all levels level course on CFA® Level 1 2014 – Alternative Investments. Includes 13 lectures spanning 2 hours of content. Trusted by 831 students worldwide.
179500,Interest Rate Swaps,UCLA,Business & Finance,All Levels,3.6,485,24,20,3.5 hours,True,50.0,A comprehensive all levels level course on Interest Rate Swaps. Includes 20 lectures spanning 3.5 hours of content. Trusted by 485 students worldwide.
304000,Financial Modelling for entrepreneurs,Georgia Tech,Business & Finance,All Levels,3.5,232,7,17,1 hour,True,20.0,A comprehensive all levels level course on Financial Modelling for entrepreneurs. Includes 17 lectures spanning 1 hour of content. Trusted by 232 students worldwide.
334838,Economics - CFA Level 1 - 2014,Johns Hopkins University,Business & Finance,Beginner,4.1,135,20,24,4 hours,True,20.0,A comprehensive beginner level course on Economics - CFA Level 1 - 2014. Includes 24 lectures spanning 4 hours of content. Trusted by 135 students worldwide.
302456,Bookkeeping Made Simple,University of Oxford,Business & Finance,All Levels,4.2,61,16,22,2.5 hours,True,40.0,A comprehensive all levels level course on Bookkeeping Made Simple. Includes 22 lectures spanning 2.5 hours of content. Trusted by 61 students worldwide.
537748,What is Bitcoin,University of Washington,Business & Finance,All Levels,4.0,61,3,27,5 hours,True,20.0,A comprehensive all levels level course on What is Bitcoin. Includes 27 lectures spanning 5 hours of content. Trusted by 61 students worldwide.
378464,Accounting for CA CPT Exams Part I,Georgia Tech,Business & Finance,All Levels,3.7,874,2,120,13.5 hours,True,50.0,A comprehensive all levels level course on Accounting for CA CPT Exams Part I. Includes 120 lectures spanning 13.5 hours of content. Trusted by 874 students worldwide.
532216,Raising Capital for Your Business,UCLA,Business & Finance,All Levels,4.1,22,5,60,2.5 hours,True,50.0,A comprehensive all levels level course on Raising Capital for Your Business. Includes 60 lectures spanning 2.5 hours of content. Trusted by 22 students worldwide.
41973,"Silver, Gold, and Inflation",University of Maryland,Business & Finance,Beginner,3.7,5597,76,11,1 hour,False,0.0,"A comprehensive beginner level course on Silver, Gold, and Inflation. Includes 11 lectures spanning 1 hour of content. Trusted by 5,597 students worldwide."
138004,Accounting Concepts For Technocrats,UCLA,Business & Finance,Beginner,3.7,261,2,35,2.5 hours,True,20.0,A comprehensive beginner level course on Accounting Concepts For Technocrats. Includes 35 lectures spanning 2.5 hours of content. Trusted by 261 students worldwide.
94532,Beginner Financial Analysis: Invest Like Warren Buffett,UCLA,Business & Finance,Beginner,3.7,83,4,19,41 mins,True,50.0,A comprehensive beginner level course on Beginner Financial Analysis: Invest Like Warren Buffett. Includes 19 lectures spanning 41 mins of content. Trusted by 83 students worldwide.
467238,Advance Technical Analysis,Duke University,Business & Finance,Advanced,4.0,152,6,14,3.5 hours,True,50.0,A comprehensive advanced level course on Advance Technical Analysis. Includes 14 lectures spanning 3.5 hours of content. Trusted by 152 students worldwide.
850294,The Everyday Investor: Building Wealth with Venture Capital,University of Washington,Business & Finance,Intermediate,3.7,176,2,12,2.5 hours,True,20.0,A comprehensive intermediate level course on The Everyday Investor: Building Wealth with Venture Capital. Includes 12 lectures spanning 2.5 hours of content. Trusted by 176 students worldwide.
1110256,QuickBooks Online : Inventory Management For Non-Finance,Carnegie Mellon University,Business & Finance,All Levels,4.5,8,4,10,40 mins,True,35.0,A comprehensive all levels level course on QuickBooks Online : Inventory Management For Non-Finance. Includes 10 lectures spanning 40 mins of content. Trusted by 8 students worldwide.
439210,Law Matters,Duke University,Business & Finance,Beginner,3.5,327,1,12,27 mins,True,20.0,A comprehensive beginner level course on Law Matters. Includes 12 lectures spanning 27 mins of content. Trusted by 327 students worldwide.
597164,Learn to Trade for Profit: Finding Winning Stocks - Chinese,UCLA,Business & Finance,All Levels,4.0,264,0,79,3 hours,True,95.0,A comprehensive all levels level course on Learn to Trade for Profit: Finding Winning Stocks - Chinese. Includes 79 lectures spanning 3 hours of content. Trusted by 264 students worldwide.
